"10","3"
"0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.09706447767539503","0.5355845099667774","0.4939359710791435"
"0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.24865669103063442","0.31836803290048027","0.20036506738733534"
"0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.351504456965508","0.23904709710800065","0.069281329308842"
"0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.2544399792901129","0.2566132018953216","0.5753453582296986"
"1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.43175252496403177","0.23014431063122923","0.062083400745229896"
"1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.5268606234336524","0.1870711501434612","0.5468881013711938"
"0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.37313019973798217","0.2300763553307158","0.6709986532086996"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.6239251011090474","0.1397366260193295","0.04082407245033728"
"0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.20214250343580564","0.3905938827056744","0.37736775679327594"
"0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.14085320962058148","0.33746621446480984","0.8740917327747373"
"1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.8078274238549843","0.10123865052099064","0.021259328294892618"
"0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0715503677203418","0.4024136834518257","0.9398810815589161"
"0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.14102019193045404","0.33103922290824095","0.7438762154831712"
"1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.33468804728863677","0.25705980066445183","0.5681474296660864"
"0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.37313019973798217","0.2300763553307158","0.6709986532086996"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.08004184563489758","0.41682817281521056","0.7665480147492759"
"0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.47019467741337717","0.1983668312065841","0.16493462428784292"
"1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.8078274238549843","0.10123865052099064","0.021259328294892618"
"1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.5268606234336524","0.1870711501434612","0.5468881013711938"
"0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.7275793558564605","0.12205229765349976","0.02845725685850472"
"0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.4466125554351285","0.20076797071114172","0.5540860299348059"
"0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.16220507177329307","0.4471954671864514","0.47042480333514836"
"0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.1515922133552394","0.31403352293370285","0.7064290963081921"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.5504427454119011","0.16192818407407497","0.1577366957242308"
"1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.5268606234336524","0.1870711501434612","0.5468881013711938"
"1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0"
"0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.4466125554351285","0.20076797071114172","0.5540860299348059"
"0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.10507802576041059","0.39146770607223036","0.8834317857141325"
"0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.18095762359296655","0.27964597176079736","0.6922579815035922"
"1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.5268606234336524","0.1870711501434612","0.5468881013711938"
"0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.2544399792901129","0.2566132018953216","0.5753453582296986"
"0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.31156702530299546","0.3123409630095426","0.120899563288421"
"1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.5268606234336524","0.1870711501434612","0.5468881013711938"
"0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.351504456965508","0.23904709710800065","0.069281329308842"
"0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.10091577795806896","0.3862552989455868","0.9257099667543162"
"1.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","1.0","0.9029355223246049","0.07379049003322258","0.5060640289208566"
"0.0","0.0","1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","0.4466125554351285","0.20076797071114172","0.5540860299348059"
"1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.43175252496403177","0.23014431063122923","0.062083400745229896"
"0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.23808466960584906","0.33537373287501837","0.2378121865623145"
"0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.12642988791312218","0.5168219587938719","0.4797648562745437"
"0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.1371688916477801","0.4725559339294315","0.31210221980799846"
"0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.23808466960584906","0.33537373287501837","0.2378121865623145"
"0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.14295217990725861","0.4275360756018685","0.6870825106503616"
"1.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.9265176443028535","0.04045080265236098","0.11691262327389353"
"1.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.33468804728863677","0.25705980066445183","0.5681474296660864"
"0.0","1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.2799540892451662","0.36118088633377066","0.1294002477499261"
"0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.14085320962058148","0.33746621446480984","0.8740917327747373"
"0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.8462695763043298","0.0850861710963455","0.12411055183750563"
