"2","3"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","1.0","1.0","0.25","0.0"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","0.0","0.0","0.5","1.0"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","1.0","1.0","0.25","0.0"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","0.0","0.0","0.5","1.0"
"1.0","1.0","1.0","0.25","0.0"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"1.0","1.0","1.0","0.25","0.0"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","0.0","0.0","0.5","1.0"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","0.0","0.0","0.5","1.0"
"1.0","1.0","1.0","0.25","0.0"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","1.0","1.0","0.25","0.0"
"0.0","0.0","0.0","0.5","1.0"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","0.0","0.0","0.5","1.0"
"1.0","1.0","1.0","0.25","0.0"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"0.0","0.0","0.0","0.5","1.0"
"1.0","1.0","1.0","0.25","0.0"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","1.0","1.0","0.25","0.0"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"0.0","0.0","0.0","0.5","1.0"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","1.0","1.0","0.25","0.0"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"0.0","0.0","0.0","0.5","1.0"
"0.0","0.0","0.0","0.5","1.0"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"1.0","1.0","1.0","0.25","0.0"
"1.0","0.0","0.22872847130565513","0.5541739383362421","0.928498387561194"
"0.0","0.0","0.0","0.5","1.0"
"0.0","1.0","0.7712715286943449","0.4180482838859802","0.07150161243880604"
"1.0","1.0","1.0","0.25","0.0"
"0.0","0.0","0.0","0.5","1.0"
