"14","3"
"1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.05849299073380264","0.2524529176411139","0.8776954177983423"
"1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.2760553797323982","0.2910349809802323","0.02473134404542275"
"1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.029443937089642613","0.2511358713285342","0.9425845450793456"
"1.0","0.0","1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.48435646281336503","0.20958505127437665","0.8597683379528784"
"1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.21829147045325223","0.3138866807581585","0.08816302797953332"
"1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.21812460096934458","0.3138866807581585","0.09042113226498259"
"1.0","0.0","1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.5475146548063244","0.189444728365466","0.021093474073279696"
"1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.35079217316096056","0.2641745577111857","0.02194476959623636"
"1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.05785786646465473","0.25254350513313667","0.9410633854715766"
"1.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.4733107247907516","0.22916613470705893","0.018678116100501935"
"1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","1.0","0.0","0.3096775765707845","0.22793044995874273","0.8720521344043368"
"1.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.3261827799116918","0.2194093257459824","0.8750054346783729"
"1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.0","0.05836746560600971","0.2524529176411139","0.9401990082721443"
"1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.3568969149637823","0.21618265011593174","0.9402548919528503"
"1.0","0.0","1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.6140751605050286","0.15790226514940073","0.0046735924362618485"
"1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.2948735620592665","0.2253737755744239","0.9407260640904679"
"1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.1912327477531319","0.23024069847302525","0.9405647364734158"
"1.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.24729872069993872","0.3024608308691954","0.024858776567174966"
"1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.48693949098356937","0.21347841261466427","0.08658120601365289"
"1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","0.5990412132494042","0.16671717725285595","0.006652693393680799"
"1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","1.0","0.4866888212521523","0.20561447404744912","0.8736732496733147"
"1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.38421510463238934","0.2515511938238378","0.08911291541933485"
"1.0","1.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.4857228258666943","0.21390941062336957","0.8555219758517661"
"1.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.4223937646356466","0.22037691021973094","0.8586273017304485"
"1.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.42759369390331","0.21982885265980412","0.858064766346296"
"1.0","0.0","1.0","1.0","1.0","1.0","1.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.722068015921112","0.11669547833388062","0.07053561576943206"
"1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","1.0","0.0","1.0","0.7031690187347305","0.1194890769160396","0.004203440325603217"
"1.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","1.0","0.0","0.0","0.41153743497696044","0.22950667539333414","0.8558592972328749"
"1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.24988199199148411","0.30127884639792335","0.08772575093721564"
"1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","1.0","0.4556498957053114","0.22597950100048134","0.08921943368444131"
"1.0","1.0","1.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.39806329632488074","0.24777149180866634","0.08756300897475017"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.24712104178411054","0.5525675768436135","0.08128242176664457"
"1.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","0.19524349586616252","0.23593232521687688","0.9372980829776814"
"1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.25030832844387846","0.3011721004235053","0.08672737861213335"
"1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.029059404034721764","0.251226458820557","0.9427756938619739"
"1.0","0.0","1.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","1.0","0.0","0.2496731256575405","0.2280962239012158","0.8740105710544235"
"1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","5.622119707490239E-4","0.24993193439272185","0.9433852060179021"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.05793077876305361","0.5026340926251593","0.93431021178044"
"1.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.35574151121439695","0.26191733474305967","0.08455905310269012"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.18919026302105693","0.5754192766215397","0.14697220998620442"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.5","1.0"
"1.0","0.0","1.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","0.38193375028463467","0.2531832485316903","0.02153731371949496"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.24712104178411054","0.5525675768436135","0.08128242176664457"
"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.24712104178411054","0.5525675768436135","0.08128242176664457"
"1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.1462858879536291","0.2420812267551066","0.875501029773769"
"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.05793077876305361","0.5026340926251593","0.93431021178044"
"1.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","1.0","0.0","1.0","0.0","0.0","0.0","0.4842032106019888","0.20964332180160872","0.8578627100671093"
